,asset,time,HashRate,ReferenceRateUSD
367,btc,2015-01-03 00:00:00+00:00,327284.198764505,315.942731735827
368,btc,2015-01-04 00:00:00+00:00,347486.927083302,285.647309760374
369,btc,2015-01-05 00:00:00+00:00,315162.561773228,263.334574810053
370,btc,2015-01-06 00:00:00+00:00,319203.107436987,275.003851548802
371,btc,2015-01-07 00:00:00+00:00,282838.196463153,287.549521040327
372,btc,2015-01-08 00:00:00+00:00,296980.106286311,297.535565166569
373,btc,2015-01-09 00:00:00+00:00,282838.196463153,284.342391876096
374,btc,2015-01-10 00:00:00+00:00,296980.106286311,292.501114552893
375,btc,2015-01-11 00:00:00+00:00,313142.288941348,276.230532144944
376,btc,2015-01-12 00:00:00+00:00,291349.141441684,268.755515488019
377,btc,2015-01-13 00:00:00+00:00,277602.083462638,268.617232028054
378,btc,2015-01-14 00:00:00+00:00,316947.260646319,224.108117767388
